EPA Region,State,# of Majors in ICIS-NPDES,# of Non-Majors in ICIS-NPDES,# of Majors w/ Pollutant Loadings,# of Non-Majors w/ Pollutant Loadings,% of Majors w/ Pollutant Loadings,% of Non-Majors w/ Pollutant Loadings,Total Pollutant Pounds (lb/yr) for Majors,Total Pollutant Pounds (lb/yr) for Non-Majors,Total Toxic-Weighted Pounds (lb-eq/yr) for Majors,Total Toxic-Weighted Pounds (lb-eq/yr) for Non-Majors
4,ALABAMA,176,1186,175,1050,99.43181818,88.53288364,3274888038,469454855.1,664215.5947,236159.185
10,ALASKA,42,46,38,34,90.47619048,73.91304348,92551966.64,1283937.581,26704.68397,2538.070994
9,AMERICAN SAMOA,4,2,4,1,100,50,5153756.41,26025.42774,261.98232,13.7526642
9,ARIZONA,73,97,65,93,89.04109589,95.87628866,1196294964,23886405.54,439811996.4,1672.801489
6,ARKANSAS,116,686,116,683,100,99.56268222,431956092.9,257794974.6,430621.1659,45297.29145
9,CALIFORNIA,236,208,222,193,94.06779661,92.78846154,3009275507,90284097.41,53133493985,776681160.2
8,COLORADO,126,436,120,282,95.23809524,64.67889908,399422146.7,268049185.5,56314.98174,12787.9559
1,CONNECTICUT,86,65,86,63,100,96.92307692,137805254.8,58938077.57,1613980.969,2211.341474
3,DELAWARE,17,30,16,27,94.11764706,90,8796406.598,255241.5687,316097.8132,1211.112226
3,DISTRICT OF COLUMBIA,4,7,4,5,100,71.42857143,9222458.055,22155907.57,3985.539887,67.52152686
4,FLORIDA,404,269,170,236,42.07920792,87.73234201,280202514,194149723.2,533699.1368,167896.3329
4,GEORGIA,205,535,198,455,96.58536585,85.04672897,214559950.6,30815049482,375860.0087,9214.702886
9,GUAM,4,10,4,8,100,80,4454593.617,1804642.329,1278.628153,6602.324771
6,GULF OF MEXICO,,1,,0,,0,,,,
4,GULF OF MEXICO EAST,,1,,0,,0,,,,
9,HAWAII,18,187,17,28,94.44444444,14.97326203,56403660.74,7668695.493,259010.4028,467884920.9
10,IDAHO,38,130,37,109,97.36842105,83.84615385,102229175.7,5319935.517,24507.66344,2124.861498
5,ILLINOIS,269,1251,269,1172,100,93.68505196,650026176.6,439108563.6,806321.5005,252037.6288
5,INDIANA,191,12671,191,1347,100,10.63057375,1141190471,90370485.18,1120418.453,25482.47008
7,IOWA,140,1461,136,1147,97.14285714,78.50787132,122718514.1,65532862.1,26259.80743,6826.865998
7,KANSAS,59,1381,59,689,100,49.89138306,202336797.5,70594237.79,55930.9858,6150.927541
4,KENTUCKY,138,1312,136,1286,98.55072464,98.01829268,463414175,375406562.4,356007.5483,56087.2457
6,LOUISIANA,242,1032,242,1015,100,98.35271318,79514921832,1172247003,3303261.61,86477750.58
1,MAINE,74,333,71,196,95.94594595,58.85885886,84647704.21,1124435.096,10633.59205,1716.325096
9,MARIANA ISLANDS,2,3,2,2,100,66.66666667,463402.3726,62.30889918,85.45151449,0.555215265
3,MARYLAND,93,395,81,345,87.09677419,87.34177215,43470134.29,74334938.1,561385.1004,16768.18736
1,MASSACHUSETTS,116,106,111,97,95.68965517,91.50943396,1081922260,168988767.9,2434646.821,17107.56395
5,MICHIGAN,187,520,180,364,96.25668449,70,862122157.9,796254300.2,308205.1433,262929.3656
5,MINNESOTA,102,591,99,271,97.05882353,45.85448393,2090706007,126557929.4,237998.2575,9824.173779
4,MISSISSIPPI,90,1109,90,1043,100,94.04869252,62651803.38,324981061.5,62584.80586,45875.74745
7,MISSOURI,178,2681,178,2118,100,79.000373,506550416.3,12119697889,970866.4219,12682519.13
8,MONTANA,33,152,32,137,96.96969697,90.13157895,84952358.76,28096131.58,11284.91394,6655.488056
7,NEBRASKA,52,638,51,550,98.07692308,86.20689655,221200195.6,21965605111,511906580.2,310993.9365
9,NEVADA,14,80,10,65,71.42857143,81.25,582451534.3,99702342.99,10186.93065,15291.64651
1,NEW HAMPSHIRE,48,34,48,34,100,100,159211320.4,682772.5667,16085.81764,803.2598959
2,NEW JERSEY,135,348,134,310,99.25925926,89.08045977,314938669.6,18516580.23,135077.2822,1743.926332
6,NEW MEXICO,33,85,33,82,100,96.47058824,139213754.3,7984735.625,28506672.41,894.6572938
2,NEW YORK,317,1214,313,1023,98.73817035,84.26688633,901485873.7,305217046.5,1455502.804,171286.9933
4,NORTH CAROLINA,226,1178,217,866,96.01769912,73.51443124,285370051.3,3357181607,49588.78284,105598.1642
8,NORTH DAKOTA,24,89,24,85,100,95.50561798,162983481.1,59833075.93,361282.9108,25473.3055
5,OHIO,288,3063,287,2984,99.65277778,97.42082925,4231678121,1017659298,286371.7796,68237.61819
6,OKLAHOMA,106,359,104,357,98.11320755,99.44289694,354801915.3,840099703,173614.4556,17700.72296
10,OREGON,73,280,65,241,89.04109589,86.07142857,134585855.4,11386719.9,62086.34739,8882.318516
3,PENNSYLVANIA,403,6438,398,2992,98.75930521,46.47406027,7940784581,13242748331,2921792.828,1018282.554
2,PUERTO RICO,66,141,66,139,100,98.58156028,3556026301,174460576.6,230192.7668,5233.71801
1,RHODE ISLAND,23,48,23,41,100,85.41666667,13689322.18,5918508.779,11298338.89,2308.92202
4,SOUTH CAROLINA,161,229,159,220,98.75776398,96.069869,216242396.9,4051489.837,4626923.295,727771.3302
8,SOUTH DAKOTA,24,230,24,203,100,88.26086957,26401862.76,342191490.4,6843.694077,39162.89004
4,TENNESSEE,162,939,161,746,99.38271605,79.44621938,1481386906,173405095.7,578026.2794,104028.9229
6,TEXAS,730,2597,690,2045,94.52054795,78.74470543,6732953250,918874802.7,901917.1406,19890912.98
8,UTAH,42,179,40,86,95.23809524,48.04469274,474698632.6,110305795.9,36851904.47,11836.39005
1,VERMONT,34,279,34,143,100,51.25448029,11135335.69,893288.4969,10946.44393,2264.206278
2,VIRGIN ISLANDS,8,75,8,70,100,93.33333333,25037778.68,6422309.01,13591.03438,3267.633968
3,VIRGINIA,153,1049,141,951,92.15686275,90.6577693,1095989362,185885772.7,91473.05116,9237.527019
10,WASHINGTON,76,387,56,213,73.68421053,55.03875969,563838.0686,2200514.509,131.8580232,458.6041275
3,WEST VIRGINIA,92,1877,91,1624,98.91304348,86.52104422,918473331.3,1775462572,1324795.883,1748813.942
5,WISCONSIN,125,1159,124,633,99.2,54.61604832,152271686.7,48846139.86,21780.50838,10247.38525
8,WYOMING,24,653,24,583,100,89.28024502,18662127523,596823259.7,3991993.757,13398381.62
